1	43.655252	-79.370823
2	43.654501	-79.375920
3	43.647363	-79.379717
4	49.270108	-123.085716
5	49.267666	-123.062736
6	49.281502	-123.123980
7	51.046169	-114.072236
8	51.047538	-114.077236
9	51.043695	-114.087614
10	45.500208	-73.567398
11	45.501171	-73.572569
12	45.495500	-73.570524
13	42.361667	-71.058283
14	42.365417	-71.053691
15	42.361968	-71.057195
16	42.367734	-71.038130
17	40.717965	-74.003344
18	40.677799	-73.954148
19	40.724934	-74.076820
20	40.680228	-73.525205
21	40.682125	-73.927958
22	47.678307	-122.361859
23	47.582327	-122.328939
24	47.546491	-122.283023
25	47.546491	-122.283023
26	-33.881438	151.236258
27	-33.959699	151.117455
28	-33.883323	151.234483
29	-33.979652	151.231524
30	-33.979652	151.231524
